frame_timestamp,game_id,killer_id,timestamp,type,ward_type
1500548,7587543066,10.0,1494054,WARD_KILL,CONTROL_WARD
600222,7585677928,5.0,569620,WARD_KILL,CONTROL_WARD
660233,7585677928,6.0,617983,WARD_KILL,CONTROL_WARD
660233,7585677928,10.0,649346,WARD_KILL,CONTROL_WARD
720255,7585677928,10.0,665544,WARD_KILL,SIGHT_WARD
780260,7585677928,10.0,721758,WARD_KILL,SIGHT_WARD
780260,7585677928,4.0,732067,WARD_KILL,SIGHT_WARD
780260,7585677928,10.0,748524,WARD_KILL,CONTROL_WARD
780260,7585677928,4.0,761728,WARD_KILL,SIGHT_WARD
780260,7585677928,9.0,762831,WARD_KILL,BLUE_TRINKET
780260,7585677928,4.0,766772,WARD_KILL,CONTROL_WARD
840278,7585677928,10.0,839376,WARD_KILL,CONTROL_WARD
900302,7585677928,5.0,879822,WARD_KILL,YELLOW_TRINKET
1020314,7585677928,10.0,997077,WARD_KILL,SIGHT_WARD
1020314,7585677928,5.0,1009883,WARD_KILL,SIGHT_WARD
1020314,7585677928,10.0,1015610,WARD_KILL,SIGHT_WARD
1020314,7585677928,5.0,1019217,WARD_KILL,SIGHT_WARD
1080333,7585677928,4.0,1061053,WARD_KILL,YELLOW_TRINKET
1080333,7585677928,3.0,1064092,WARD_KILL,SIGHT_WARD
1080333,7585677928,4.0,1070605,WARD_KILL,CONTROL_WARD
1140338,7585677928,7.0,1081335,WARD_KILL,YELLOW_TRINKET
1140338,7585677928,4.0,1132899,WARD_KILL,CONTROL_WARD
1260376,7585677928,7.0,1202560,WARD_KILL,CONTROL_WARD
1320406,7585677928,1.0,1269728,WARD_KILL,YELLOW_TRINKET
1320406,7585677928,1.0,1296733,WARD_KILL,SIGHT_WARD
1380407,7585677928,10.0,1355679,WARD_KILL,YELLOW_TRINKET
1380407,7585677928,6.0,1367162,WARD_KILL,SIGHT_WARD
1380407,7585677928,4.0,1367195,WARD_KILL,SIGHT_WARD
1380407,7585677928,7.0,1369533,WARD_KILL,SIGHT_WARD
1380407,7585677928,9.0,1370769,WARD_KILL,CONTROL_WARD
1440422,7585677928,3.0,1389758,WARD_KILL,SIGHT_WARD
1500452,7585677928,10.0,1469643,WARD_KILL,SIGHT_WARD
1500452,7585677928,6.0,1480275,WARD_KILL,CONTROL_WARD
1500452,7585677928,4.0,1482012,WARD_KILL,SIGHT_WARD
1620480,7585677928,6.0,1572917,WARD_KILL,SIGHT_WARD
1620480,7585677928,8.0,1577674,WARD_KILL,CONTROL_WARD
1620480,7585677928,10.0,1578576,WARD_KILL,SIGHT_WARD
1620480,7585677928,7.0,1578710,WARD_KILL,YELLOW_TRINKET
1620480,7585677928,8.0,1581148,WARD_KILL,SIGHT_WARD
1620480,7585677928,5.0,1592667,WARD_KILL,SIGHT_WARD
1620480,7585677928,5.0,1615346,WARD_KILL,SIGHT_WARD
1680483,7585677928,9.0,1638993,WARD_KILL,CONTROL_WARD
1680483,7585677928,8.0,1640529,WARD_KILL,CONTROL_WARD
1680483,7585677928,7.0,1677974,WARD_KILL,SIGHT_WARD
1740505,7585677928,4.0,1683756,WARD_KILL,SIGHT_WARD
1740505,7585677928,4.0,1689701,WARD_KILL,SIGHT_WARD
1740505,7585677928,10.0,1701826,WARD_KILL,CONTROL_WARD
1740505,7585677928,10.0,1705113,WARD_KILL,SIGHT_WARD
1800529,7585677928,3.0,1751227,WARD_KILL,CONTROL_WARD
1800529,7585677928,9.0,1751499,WARD_KILL,SIGHT_WARD
1800529,7585677928,2.0,1755609,WARD_KILL,SIGHT_WARD
1800529,7585677928,4.0,1787796,WARD_KILL,SIGHT_WARD
1800529,7585677928,4.0,1791270,WARD_KILL,SIGHT_WARD
1860537,7585677928,10.0,1805906,WARD_KILL,CONTROL_WARD
1920558,7585677928,9.0,1915982,WARD_KILL,SIGHT_WARD
1980578,7585677928,7.0,1920625,WARD_KILL,SIGHT_WARD
1980578,7585677928,10.0,1921694,WARD_KILL,SIGHT_WARD
1980578,7585677928,6.0,1943378,WARD_KILL,BLUE_TRINKET
1980578,7585677928,4.0,1958193,WARD_KILL,SIGHT_WARD
300084,7586019814,10.0,240805,WARD_KILL,YELLOW_TRINKET
480210,7586019814,6.0,431061,WARD_KILL,CONTROL_WARD
540222,7586019814,8.0,509147,WARD_KILL,YELLOW_TRINKET
540222,7586019814,1.0,524148,WARD_KILL,CONTROL_WARD
600232,7586019814,10.0,569116,WARD_KILL,YELLOW_TRINKET
660257,7586019814,8.0,623224,WARD_KILL,YELLOW_TRINKET
720289,7586019814,10.0,716348,WARD_KILL,SIGHT_WARD
780313,7586019814,10.0,731688,WARD_KILL,CONTROL_WARD
780313,7586019814,5.0,745255,WARD_KILL,CONTROL_WARD
780313,7586019814,7.0,751268,WARD_KILL,BLUE_TRINKET
780313,7586019814,8.0,771048,WARD_KILL,CONTROL_WARD
840341,7586019814,10.0,786726,WARD_KILL,SIGHT_WARD
900343,7586019814,5.0,852241,WARD_KILL,CONTROL_WARD
900343,7586019814,4.0,860258,WARD_KILL,YELLOW_TRINKET
900343,7586019814,5.0,865521,WARD_KILL,SIGHT_WARD
900343,7586019814,4.0,890991,WARD_KILL,CONTROL_WARD
900343,7586019814,3.0,897074,WARD_KILL,SIGHT_WARD
960367,7586019814,9.0,907457,WARD_KILL,SIGHT_WARD
960367,7586019814,6.0,909294,WARD_KILL,BLUE_TRINKET
960367,7586019814,8.0,911432,WARD_KILL,SIGHT_WARD
960367,7586019814,10.0,925629,WARD_KILL,CONTROL_WARD
1020367,7586019814,4.0,988002,WARD_KILL,CONTROL_WARD
1080386,7586019814,10.0,1027386,WARD_KILL,SIGHT_WARD
1080386,7586019814,5.0,1032988,WARD_KILL,SIGHT_WARD
1080386,7586019814,6.0,1039267,WARD_KILL,BLUE_TRINKET
1080386,7586019814,10.0,1042786,WARD_KILL,BLUE_TRINKET
1080386,7586019814,9.0,1056731,WARD_KILL,SIGHT_WARD
1080386,7586019814,5.0,1070482,WARD_KILL,SIGHT_WARD
1080386,7586019814,2.0,1078549,WARD_KILL,SIGHT_WARD
1140398,7586019814,8.0,1115559,WARD_KILL,BLUE_TRINKET
1140398,7586019814,5.0,1118097,WARD_KILL,SIGHT_WARD
1200414,7586019814,5.0,1145708,WARD_KILL,BLUE_TRINKET
1200414,7586019814,6.0,1146911,WARD_KILL,SIGHT_WARD
1260433,7586019814,5.0,1232539,WARD_KILL,CONTROL_WARD
1260433,7586019814,3.0,1240449,WARD_KILL,CONTROL_WARD
1260433,7586019814,6.0,1248152,WARD_KILL,SIGHT_WARD
1260433,7586019814,5.0,1256168,WARD_KILL,CONTROL_WARD
1260433,7586019814,6.0,1257070,WARD_KILL,CONTROL_WARD
1320458,7586019814,7.0,1264653,WARD_KILL,CONTROL_WARD
1320458,7586019814,10.0,1319423,WARD_KILL,CONTROL_WARD
1440491,7586019814,1.0,1392453,WARD_KILL,CONTROL_WARD
1440491,7586019814,2.0,1392787,WARD_KILL,CONTROL_WARD
1440491,7586019814,6.0,1429366,WARD_KILL,CONTROL_WARD
1440491,7586019814,7.0,1430337,WARD_KILL,CONTROL_WARD
1500501,7586019814,9.0,1449455,WARD_KILL,BLUE_TRINKET
1500501,7586019814,10.0,1466111,WARD_KILL,SIGHT_WARD
1500501,7586019814,8.0,1475230,WARD_KILL,CONTROL_WARD
1500501,7586019814,10.0,1477134,WARD_KILL,BLUE_TRINKET
1500501,7586019814,9.0,1482162,WARD_KILL,CONTROL_WARD
1560530,7586019814,3.0,1517999,WARD_KILL,SIGHT_WARD
1620539,7586019814,4.0,1561398,WARD_KILL,BLUE_TRINKET
1620539,7586019814,7.0,1587608,WARD_KILL,SIGHT_WARD
1620539,7586019814,8.0,1596419,WARD_KILL,CONTROL_WARD
1620539,7586019814,5.0,1608381,WARD_KILL,SIGHT_WARD
1620539,7586019814,1.0,1614360,WARD_KILL,CONTROL_WARD
300143,7586998539,8.0,273296,WARD_KILL,CONTROL_WARD
300143,7586998539,6.0,298553,WARD_KILL,CONTROL_WARD
360150,7586998539,4.0,304018,WARD_KILL,YELLOW_TRINKET
420162,7586998539,7.0,384076,WARD_KILL,YELLOW_TRINKET
480176,7586998539,3.0,437623,WARD_KILL,CONTROL_WARD
480176,7586998539,8.0,445205,WARD_KILL,CONTROL_WARD
540192,7586998539,10.0,525502,WARD_KILL,YELLOW_TRINKET
600208,7586998539,8.0,589749,WARD_KILL,SIGHT_WARD
660237,7586998539,7.0,619725,WARD_KILL,CONTROL_WARD
660237,7586998539,5.0,647546,WARD_KILL,SIGHT_WARD
660237,7586998539,9.0,652123,WARD_KILL,CONTROL_WARD
660237,7586998539,5.0,655964,WARD_KILL,CONTROL_WARD
780267,7586998539,6.0,751160,WARD_KILL,CONTROL_WARD
780267,7586998539,9.0,759223,WARD_KILL,CONTROL_WARD
780267,7586998539,5.0,776591,WARD_KILL,CONTROL_WARD
840283,7586998539,7.0,799144,WARD_KILL,SIGHT_WARD
840283,7586998539,3.0,803111,WARD_KILL,YELLOW_TRINKET
900304,7586998539,10.0,851326,WARD_KILL,CONTROL_WARD
900304,7586998539,7.0,855837,WARD_KILL,SIGHT_WARD
960313,7586998539,10.0,938283,WARD_KILL,SIGHT_WARD
1020344,7586998539,6.0,977697,WARD_KILL,CONTROL_WARD
1020344,7586998539,6.0,989893,WARD_KILL,CONTROL_WARD
1020344,7586998539,8.0,991897,WARD_KILL,SIGHT_WARD
1020344,7586998539,8.0,995003,WARD_KILL,UNDEFINED
1080369,7586998539,10.0,1052956,WARD_KILL,YELLOW_TRINKET
1080369,7586998539,5.0,1061764,WARD_KILL,SIGHT_WARD
1140386,7586998539,6.0,1132529,WARD_KILL,BLUE_TRINKET
1200412,7586998539,3.0,1142357,WARD_KILL,CONTROL_WARD
1200412,7586998539,9.0,1155026,WARD_KILL,CONTROL_WARD
1200412,7586998539,4.0,1165447,WARD_KILL,YELLOW_TRINKET
1200412,7586998539,5.0,1188155,WARD_KILL,CONTROL_WARD
1260440,7586998539,9.0,1202132,WARD_KILL,SIGHT_WARD
1260440,7586998539,7.0,1225664,WARD_KILL,SIGHT_WARD
1260440,7586998539,7.0,1237819,WARD_KILL,SIGHT_WARD
1260440,7586998539,8.0,1258432,WARD_KILL,YELLOW_TRINKET
1320451,7586998539,7.0,1277269,WARD_KILL,SIGHT_WARD
1380472,7586998539,2.0,1350328,WARD_KILL,CONTROL_WARD
1380472,7586998539,5.0,1370965,WARD_KILL,SIGHT_WARD
1380472,7586998539,3.0,1371733,WARD_KILL,CONTROL_WARD
1380472,7586998539,8.0,1376111,WARD_KILL,CONTROL_WARD
1440499,7586998539,3.0,1383211,WARD_KILL,CONTROL_WARD
1440499,7586998539,10.0,1391463,WARD_KILL,SIGHT_WARD
1440499,7586998539,7.0,1393433,WARD_KILL,CONTROL_WARD
1440499,7586998539,8.0,1397909,WARD_KILL,BLUE_TRINKET
1440499,7586998539,10.0,1398410,WARD_KILL,BLUE_TRINKET
1440499,7586998539,7.0,1399947,WARD_KILL,SIGHT_WARD
1440499,7586998539,3.0,1417679,WARD_KILL,SIGHT_WARD
1440499,7586998539,3.0,1433329,WARD_KILL,CONTROL_WARD
1500506,7586998539,2.0,1493059,WARD_KILL,SIGHT_WARD
1560526,7586998539,5.0,1505315,WARD_KILL,CONTROL_WARD
1560526,7586998539,2.0,1509427,WARD_KILL,CONTROL_WARD
1560526,7586998539,10.0,1515157,WARD_KILL,SIGHT_WARD
1560526,7586998539,9.0,1534827,WARD_KILL,YELLOW_TRINKET
1560526,7586998539,7.0,1542882,WARD_KILL,BLUE_TRINKET
1601406,7586998539,10.0,1565199,WARD_KILL,CONTROL_WARD
120050,7585763630,4.0,69039,WARD_KILL,YELLOW_TRINKET
180056,7585763630,4.0,130638,WARD_KILL,YELLOW_TRINKET
300179,7585763630,4.0,271466,WARD_KILL,YELLOW_TRINKET
