after_id,before_id,frame_timestamp,game_id,gold_gain,participant_id,timestamp,type
0.0,2021.0,780271,7587342695,400.0,2.0,754261,ITEM_UNDO
0.0,1036.0,1200330,7587342695,350.0,9.0,1173476,ITEM_UNDO
0.0,1036.0,1740471,7587342695,350.0,2.0,1712548,ITEM_UNDO
0.0,1031.0,2340578,7587342695,500.0,6.0,2285132,ITEM_UNDO
1052.0,0.0,2340578,7587342695,-280.0,5.0,2306363,ITEM_UNDO
3504.0,0.0,2340578,7587342695,-1540.0,5.0,2306530,ITEM_UNDO
0.0,3057.0,660237,7587049610,900.0,7.0,601652,ITEM_UNDO
0.0,3111.0,1020333,7587049610,950.0,2.0,978786,ITEM_UNDO
1052.0,0.0,1140353,7587049610,-280.0,8.0,1133094,ITEM_UNDO
0.0,3158.0,1200365,7587049610,600.0,4.0,1161639,ITEM_UNDO
0.0,3047.0,1200365,7587049610,900.0,2.0,1179107,ITEM_UNDO
0.0,2022.0,1260390,7587049610,250.0,7.0,1250070,ITEM_UNDO
0.0,2508.0,1320408,7587049610,900.0,5.0,1297711,ITEM_UNDO
0.0,3086.0,1740521,7587049610,1200.0,4.0,1718410,ITEM_UNDO
0.0,3035.0,1800524,7587049610,1450.0,4.0,1740654,ITEM_UNDO
0.0,1038.0,1800524,7587049610,1300.0,4.0,1746165,ITEM_UNDO
0.0,1101.0,60018,7587199859,450.0,2.0,18468,ITEM_UNDO
0.0,2055.0,960350,7587199859,75.0,3.0,924043,ITEM_UNDO
0.0,1042.0,360184,7587315552,250.0,4.0,340469,ITEM_UNDO
0.0,1042.0,360184,7587315552,250.0,4.0,340602,ITEM_UNDO
0.0,1029.0,480239,7587315552,300.0,2.0,464573,ITEM_UNDO
3364.0,0.0,600279,7587315552,0.0,10.0,553584,ITEM_UNDO
0.0,2055.0,600279,7587315552,75.0,10.0,553751,ITEM_UNDO
0.0,3047.0,600279,7587315552,600.0,10.0,554085,ITEM_UNDO
0.0,2055.0,720317,7587315552,75.0,10.0,692516,ITEM_UNDO
0.0,2055.0,720317,7587315552,75.0,10.0,692683,ITEM_UNDO
0.0,3190.0,720317,7587315552,1100.0,10.0,693217,ITEM_UNDO
0.0,1052.0,840377,7587315552,400.0,8.0,780717,ITEM_UNDO
0.0,3158.0,840377,7587315552,600.0,8.0,781919,ITEM_UNDO
0.0,2508.0,960392,7587315552,500.0,8.0,928630,ITEM_UNDO
3364.0,0.0,1140438,7587315552,0.0,1.0,1106283,ITEM_UNDO
3363.0,0.0,1260475,7587315552,0.0,9.0,1241676,ITEM_UNDO
0.0,1029.0,1440517,7587315552,300.0,10.0,1402273,ITEM_UNDO
0.0,1033.0,1500537,7587315552,400.0,7.0,1484598,ITEM_UNDO
0.0,3111.0,1740610,7587315552,950.0,7.0,1734039,ITEM_UNDO
0.0,3145.0,1920652,7587315552,1100.0,8.0,1917279,ITEM_UNDO
0.0,2055.0,1980669,7587315552,75.0,10.0,1968606,ITEM_UNDO
0.0,2055.0,1980669,7587315552,75.0,10.0,1969641,ITEM_UNDO
0.0,3067.0,1980669,7587315552,400.0,10.0,1969908,ITEM_UNDO
0.0,1026.0,2160720,7587315552,850.0,8.0,2133867,ITEM_UNDO
